Bank Name / Holding Co Name	Nat'l Rank	Bank ID	Bank Location	Charter	Consol Assets (Mil $)	Domestic Assets (Mil $)	Pct Domestic Assets	Pct Cumulative Assets	Domestic Branches	Foreign Branches	IBF	Pct Foreign Owned
COMMUNITY FNCL SVC BK/COMMUNITY FNCL SVC ESOP	645	698144	BENTON, KY	SNM	898	898	100	96	4	0	N	0.00
CITIZENS B&TC/YOUNG CORP	646	381343	KANSAS CITY, MO	SNM	897	897	100	96	21	0	N	0.00
LANDMARK NB/LANDMARK BC INC	647	481177	MANHATTAN, KS	NAT	894	894	100	96	29	0	N	0.00
STATE BK OF SOUTHERN UT/SOUTHERN UT BC	648	656470	CEDAR CITY, UT	SNM	893	893	100	96	12	0	N	0.00
OLD POINT NB OF PHOEBUS/OLD POINT FC	649	186221	HAMPTON, VA	NAT	892	892	100	96	17	0	N	0.00
BANK OF SPRINGFIELD/SPRING BC	650	248240	SPRINGFIELD, IL	SNM	891	891	100	96	11	0	N	0.00
ORANGE CTY TC/ORANGE COUNTY BC	651	176101	MIDDLETOWN, NY	SMB	890	890	100	96	9	0	N	0.00
MBANK/MACKINAC FC	652	132554	MANISTIQUE, MI	SNM	889	889	100	96	20	0	N	0.00
WAUKESHA ST BK/	653	290249	WAUKESHA, WI	SNM	889	889	100	96	13	0	N	0.00
CNB B&T NA/CNB BK SHARES	654	613343	CARLINVILLE, IL	NAT	888	888	100	96	12	0	N	0.00
MONTGOMERY BK NA/MONTGOMERY BC	655	613558	SIKESTON, MO	NAT	887	887	100	96	10	0	N	0.00
FIRST FINANCIAL BK/FIRST FINANCIAL BANC CORP	656	48374	EL DORADO, AR	SMB	887	887	100	96	7	0	N	0.00
FIRST CMNTY BK/FIRST CMNTY CORP	657	2328137	LEXINGTON, SC	SNM	887	887	100	96	14	0	N	0.00
COREFIRST B&TC/COMMERCE B&T HC ESOP	658	361055	TOPEKA, KS	SNM	885	885	100	96	15	0	N	0.00
US CENTURY BK/	659	3146150	MIAMI, FL	SNM	885	885	100	96	23	0	Y	0.00
HOME ST BK/HOME ST BC	660	89751	LOVELAND, CO	SNM	884	884	100	96	11	0	N	0.00
TWO RIVER CMNTY BK/TWO RIVER BC	661	2888789	TINTON FALLS, NJ	SNM	884	884	100	96	15	0	N	0.00
FIRST NB/CAPITOL BC	662	355858	FORT PIERRE, SD	NAT	883	883	100	96	13	0	N	0.00
SECURITY ST B&TC/SECURITY HC	663	247355	FREDERICKSBURG, TX	SNM	883	883	100	96	18	0	N	0.00
RELIANT BK/COMMERCE UNION BSHRS	664	3415463	BRENTWOOD, TN	SMB	883	883	100	96	7	0	N	0.00
FIRST WESTERN TR BK/FIRST WESTERN FNCL	665	3158546	DENVER, CO	SNM	878	878	100	96	9	0	N	0.00
FIRST BKR TC NA/FIRST BKR TRUSTSHARES	666	344647	QUINCY, IL	NAT	875	875	100	96	9	0	N	0.00
FIRST ST BK OF THE FL/FIRST ST BK OF THE FL KEYS HC	667	191935	KEY WEST, FL	SNM	875	875	100	96	10	0	N	0.00
PACIFIC COAST BKR BK/PACIFIC COAST BKR BSHRS	668	2451240	WALNUT CREEK, CA	SMB	871	871	100	96	0	0	N	0.00
FIRST NAT BKRS BK/FIRST NAT BKR BSHRS	669	734538	BATON ROUGE, LA	NAT	870	870	100	96	4	0	N	0.00
ARMSTRONG BK/IRONHORSE FNCL GRP	670	470452	MUSKOGEE, OK	SNM	868	868	100	96	21	0	N	0.00
VINTON CTY NB/COMMUNITY BSHRS	671	754826	MC ARTHUR, OH	NAT	866	866	100	96	16	0	N	0.00
PARK BK/BANKMANAGERS CORP	672	200640	MILWAUKEE, WI	SNM	865	865	100	96	4	0	N	0.00
VALLEY VIEW ST BK/VALLEY VIEW BSHRS	673	339951	OVERLAND PARK, KS	SNM	863	863	100	96	9	0	N	0.00
CECILIAN BK/FIRST CECILIAN BANCORP	674	982142	CECILIA, KY	SNM	862	862	100	96	18	0	N	0.00
LANDMARK CMNTY BK/	675	2758024	COLLIERVILLE, TN	SNM	862	862	100	96	4	0	N	0.00
FIRST B&T/FIRST BK LUBBOCK BSHRS	676	294564	LUBBOCK, TX	SNM	861	861	100	96	7	0	N	0.00
EMBASSY BK FOR THE LEHIGH VALL/EMBASSY BC	677	3068579	BETHLEHEM, PA	SNM	861	861	100	96	8	0	N	0.00
HERITAGE BK USA/HOPFED BC	678	986672	HOPKINSVILLE, KY	SNM	860	860	100	96	17	0	N	0.00
CITIZENS NB NA/CITIZENS NAT BSHRS OF BOSSIER	679	594853	BOSSIER CITY, LA	NAT	859	859	100	96	12	0	N	0.00
FIRST AMER B&TC/ONE AMER CORP	680	101037	VACHERIE, LA	SNM	859	859	100	96	23	0	N	0.00
WESTERN ST BK/WESTERN ST AGY INC ESOP & TR	681	233554	DEVILS LAKE, ND	SNM	856	856	100	96	9	0	N	0.00
SKAGIT BK/SKAGIT BC	682	227179	BURLINGTON, WA	SNM	854	854	100	96	11	0	N	0.00
SECURITY BK OF KANSAS CITY/VALLEY VIEW BSHRS	683	1009354	KANSAS CITY, KS	SNM	853	853	100	96	8	0	N	0.00
CITIZENS BK/CITIZENS BC INV	684	63733	LAFAYETTE, TN	SNM	853	853	100	96	20	0	N	0.00
CALIFORNIA FIRST NB/CALIFORNIA FIRST NBC	685	2907439	IRVINE, CA	NAT	851	851	100	96	0	0	N	0.00
FIRST SOUTHERN NB/FIRST SOUTHERN BC	686	702612	LANCASTER, KY	NAT	851	851	100	96	16	0	N	0.00
SECURITY NB OF OMAHA/SECURITY NAT CORP	687	844053	OMAHA, NE	NAT	849	849	100	96	13	0	N	0.00
ST CHARLES B&TC/WINTRUST FC	688	428547	SAINT CHARLES, IL	SMB	847	847	100	96	5	0	N	0.00
FIRST COLLINSVILLE BK/FIRST CO BANCORP	689	1459717	COLLINSVILLE, IL	SNM	847	847	100	96	8	0	N	0.00
AUBURNBANK/AUBURN NBC	690	749635	AUBURN, AL	SMB	847	847	100	96	8	0	N	0.00
BANK OF THE PACIFIC/PACIFIC FC	691	307679	ABERDEEN, WA	SNM	843	843	100	96	18	0	N	0.00
MORRILL & JANES B&TC/HEARTLAND FNCL USA	692	680354	MERRIAM, KS	SNM	843	843	100	96	8	0	N	0.00
AMALGAMATED BK CHICAGO/AMALGAMATED INV CO	693	397531	CHICAGO, IL	SNM	840	840	100	96	1	0	N	0.00
MABREY BK/MABREY BC	694	139553	BIXBY, OK	SMB	840	840	100	96	13	0	N	0.00
TROY B&TC/TRUST NO 3 UNDER THE WILL OF	695	134437	TROY, AL	SNM	839	839	100	96	9	0	N	0.00
NODAWAY VALLEY BK/NODAWAY VALLEY BSHRS	696	770657	MARYVILLE, MO	SNM	839	839	100	96	7	0	N	0.00
SOLVAY BK/SOLVAY BC	697	722816	SOLVAY, NY	SMB	838	838	100	96	8	0	N	0.00
SABINE ST B&TC/SABINE BSHRS	698	125855	MANY, LA	SNM	833	833	100	96	50	0	N	0.00
CHARTER BK/CHARTER BSHRS	699	160650	EAU CLAIRE, WI	SNM	833	833	100	96	3	0	N	0.00
CAPITAL BANK NA/CAPITAL BC	700	2808602	ROCKVILLE, MD	NAT	831	831	100	96	3	0	N	0.00
EVERTRUST BK/IBT HC	701	2297998	PASADENA, CA	SNM	830	830	100	96	6	0	N	91.00
FIRST CHOICE BK/	702	3374878	CERRITOS, CA	SNM	827	827	100	96	5	0	N	0.00
COMMUNITY BK/CB FNCL SERV INC	703	371924	CARMICHAELS, PA	SNM	827	827	100	96	15	0	N	0.00
SELECT B&TC/SELECT BC	704	2913887	DUNN, NC	SNM	826	826	100	96	12	0	N	0.00
COMMONWEALTH BUS BK/	705	3337097	LOS ANGELES, CA	SMB	825	825	100	96	5	0	N	0.00
CRESTMARK BK/CRESTMARK BC	706	2382308	TROY, MI	SNM	824	824	100	96	0	0	N	0.00
CLAYTON B&TC/CLAYTON HC	707	146654	KNOXVILLE, TN	SNM	823	823	100	96	16	0	N	0.00
BANK OF NJ/BANCORP OF NJ	708	3443345	FORT LEE, NJ	SNM	821	821	100	96	8	0	N	0.00
FIRST B&TC/FIRST TR CORP	709	1862719	NEW ORLEANS, LA	SNM	821	821	100	96	11	0	N	0.00
AIMBANK/AIM BSHRS	710	1006951	LITTLEFIELD, TX	SNM	821	821	100	96	15	0	N	0.00
BESSEMER TC/BESSEMER GRP	711	7009	WOODBRIDGE, NJ	SNM	820	820	100	96	0	0	N	0.00
GREEN DOT BK/GREEN DOT CORP	712	243375	PROVO, UT	SMB	818	818	100	96	0	0	N	0.00
MARLIN BUS BK/MARLIN BUS SVC CORP	713	3716852	SALT LAKE CITY, UT	SMB	814	814	100	97	0	0	N	0.00
LUANA SVG BK/LUANA BC	714	674849	LUANA, IA	SNM	814	814	100	97	4	0	N	0.00
ROYAL BK AMERICA/ROYAL BSHRS OF PA	715	471217	NARBERTH, PA	SNM	812	812	100	97	14	0	N	0.00
SECURITY FED BK/SECURITY FED CORP	716	763677	AIKEN, SC	SNM	811	811	100	97	15	0	N	0.00
OHIO VALLEY BK CO/OHIO VALLEY BC	717	498317	GALLIPOLIS, OH	SMB	811	811	100	97	11	0	N	0.00
CITIZENS ST BK/INDUSTRY BSHRS	718	54656	BUFFALO, TX	SNM	811	811	100	97	6	0	N	0.00
CROGHAN COLONIAL BK/CROGHAN BSHRS	719	362717	FREMONT, OH	SMB	807	807	100	97	15	0	N	0.00
SECURITY BK/SECURITY STAR BSHRS	720	641355	MIDLAND, TX	SNM	805	805	100	97	11	0	N	0.00
FIRST BK & TR/FISHBACK FC	721	550756	SIOUX FALLS, SD	SNM	802	802	100	97	6	0	N	0.00
SALIN B&TC/SALIN BSHRS	722	123646	INDIANAPOLIS, IN	SMB	802	802	100	97	19	0	N	0.00
AMERICAN ST BK/AMBANK CO	723	735441	SIOUX CENTER, IA	SNM	801	801	100	97	8	0	N	0.00
JEFF DAVIS B&TC/JEFF DAVIS BSHRS	724	980531	JENNINGS, LA	SNM	800	800	100	97	22	0	N	0.00
STATE BK OF CROSS PLAINS/SBCP BC	725	525549	CROSS PLAINS, WI	SNM	800	800	100	97	8	0	N	0.00
EXCHANGE BK/EXCHANGE CO	726	492650	GIBBON, NE	SNM	797	797	100	97	7	0	N	0.00
FIRST VA CMNTY BK/FVCBANKCORP	727	3614976	FAIRFAX, VA	SMB	797	797	100	97	4	0	N	0.00
FIRST ST BK/FIRST ST CORP	728	924236	WAYNESBORO, MS	SNM	795	795	100	97	13	0	N	0.00
SUSSEX BK/SUSSEX BC	729	403106	ROCKAWAY, NJ	SNM	793	793	100	97	10	0	N	0.00
METRO CITY BK/METROCITY BSHRS	730	3437456	DORAVILLE, GA	SNM	793	793	100	97	8	0	N	0.00
STATE B&TC/SB FNCL GRP	731	614313	DEFIANCE, OH	SMB	792	792	100	97	18	0	N	0.00
AMERICAN BK CMRC/AMERICO BSHRS	732	215662	WOLFFORTH, TX	SNM	792	792	100	97	17	0	N	0.00
UNITED BKR BK/UNITED BKR BC	733	930358	BLOOMINGTON, MN	SMB	791	791	100	97	0	0	N	0.00
CORNERSTONE BK/CORNERSTONE HC	734	879457	FARGO, ND	SNM	790	790	100	97	11	0	N	0.00
PEOPLES ST BK/PSB HOLDS	735	340144	WAUSAU, WI	SNM	790	790	100	97	8	0	N	0.00
BANK MIDWEST/GOODENOW BC	736	45551	SPIRIT LAKE, IA	SMB	789	789	100	97	10	0	N	0.00
FIVE STAR BK/FIVE STAR BC	737	2867337	ROCKLIN, CA	SNM	787	787	100	97	5	0	N	0.00
ICON BK TX NA/ICON CAP CORP	738	3559938	HOUSTON, TX	NAT	787	787	100	97	6	0	N	0.00
CENTURY BK/CENTURY FS CORP	739	83375	SANTA FE, NM	SNM	787	787	100	97	7	0	N	0.00
CONGRESSIONAL BK/CONGRESSIONAL BSHRS	740	3187630	POTOMAC, MD	SNM	785	785	100	97	9	0	N	0.00
LONE STAR ST BK OF WEST TX/LONE STAR ST BSHRS	741	3607062	LUBBOCK, TX	SMB	782	782	100	97	4	0	N	0.00
NORTH ST BK/NORTH STATE BC	742	2915461	RALEIGH, NC	SMB	782	782	100	97	6	0	N	0.00
CITIZENS NB/FIRST CITIZENS BSHRS	743	552161	WAXAHACHIE, TX	NAT	780	780	100	97	11	0	N	0.00
FIRST SECURITY BK/INTER-MOUNTAIN BC	744	633154	BOZEMAN, MT	SNM	780	780	100	97	7	0	N	0.00
HIGH POINT B&TC/HIGH POINT BK CORP	745	49821	HIGH POINT, NC	SNM	779	779	100	97	11	0	N	0.00
COMMERCIAL BK OF CALIFORNIA/NCAL BC	746	3189063	IRVINE, CA	SNM	778	778	100	97	5	0	N	0.00
BANK OF NEW ENGLAND/	747	113601	SALEM, NH	SNM	777	777	100	97	8	0	N	0.00
SUNRISE BKS NA/DBA SUNRISE BKS	748	860053	SAINT PAUL, MN	NAT	777	777	100	97	5	0	N	0.00
PARK BK/PARK BC	749	403946	MADISON, WI	SNM	776	776	100	97	12	0	N	0.00
FIRST GEN BK/	750	3386264	ROWLAND HEIGHTS, CA	SNM	775	775	100	97	3	0	N	0.00
FARMERS ST BK/FSB FS	751	840747	WATERLOO, IA	SNM	775	775	100	97	9	0	N	0.00
EMPIRE NAT BK/EMPIRE BC	752	3706013	ISLANDIA, NY	NAT	773	773	100	97	3	0	N	0.00
FIRST SAVINGS BK/FIRST SVG FNCL GR	753	785473	CLARKSVILLE, IN	SMB	773	773	100	97	13	0	N	0.00
COMMUNITY BK COAST/COMMUNITY BSHRS ESOP	754	2376464	BILOXI, MS	SNM	770	770	100	97	14	0	N	0.00
SIGNATURE BK NA/SIGNATURE BC	755	3076604	TOLEDO, OH	NAT	770	770	100	97	1	0	N	0.00
FIDELITY B&T/FIDELITY CO	756	939249	DUBUQUE, IA	SNM	769	769	100	97	19	0	N	0.00
CENTRAL NB/CENTRABANC CORP	757	428060	WACO, TX	NAT	767	767	100	97	3	0	N	0.00
FARMERS B&TC/FARMERS ENT	758	482156	GREAT BEND, KS	SNM	767	767	100	97	8	0	N	0.00
FIRST NB OF TN/	759	283737	LIVINGSTON, TN	NAT	767	767	100	97	6	0	N	0.00
SPIRITBANK/SPIRIT BC	760	142955	TULSA, OK	SNM	767	767	100	97	6	0	N	0.00
WAYNE BK/NORWOOD FNCL	761	59316	HONESDALE, PA	SNM	766	766	100	97	14	0	N	0.00
ADIRONDACK BK/ADIRONDACK BC	762	101671	UTICA, NY	SMB	766	766	100	97	17	0	N	0.00
COMMUNITY BK OF MS/COMMUNITY BSHRS ESOP	763	460033	FOREST, MS	SNM	764	764	100	97	9	0	N	0.00
DNB FIRST NA/DNB FNCL CORP	764	71318	DOWNINGTOWN, PA	NAT	764	764	100	97	11	0	N	0.00
ELKHORN VALLEY B&TC/OTTEN HOLDS LLC	765	439356	NORFOLK, NE	SNM	763	763	100	97	8	0	N	0.00
1ST CENTURY BK NA/1ST CENTURY BSHRS	766	3247598	LOS ANGELES, CA	NAT	763	763	100	97	0	0	N	0.00
HEARTLAND BK/HEARTLAND BC	767	853112	GAHANNA, OH	SMB	763	763	100	97	14	0	N	0.00
MIDDLEFIELD BKG CO/MIDDLEFIELD BC	768	177920	MIDDLEFIELD, OH	SNM	759	759	100	97	9	0	N	0.00
FIRST CMRC BK/	769	3404373	LAKEWOOD, NJ	SNM	758	758	100	97	6	0	N	0.00
FIDELITY DEPOSIT & DISCOUNT BK/FIDELITY D&D BC INC	770	1007819	DUNMORE, PA	SNM	757	757	100	97	9	0	N	0.00
CASS CMRL BK/CASS INFO SYS	771	177751	DES PERES, MO	SMB	753	753	100	97	3	0	N	0.00
CITIZENS BK/CITIZENS BSHRS	772	856748	BATESVILLE, AR	SMB	752	752	100	97	17	0	N	0.00
COLORADO EAST B&TC/COLOEAST BSHRS	773	320155	LAMAR, CO	SNM	752	752	100	97	17	0	N	0.00
CITIZENS NB/CITIZENS BSHRS	774	738013	BLUFFTON, OH	NAT	751	751	100	97	9	0	N	0.00
CITIZENS BK/CITCO CMNTY BSHRS	775	778738	ELIZABETHTON, TN	SNM	750	750	100	97	11	0	N	0.00
MIZUHO TR & BKG CO USA/	776	1160161	NEW YORK, NY	SNM	750	750	100	97	0	0	N	100.00
HELM BK USA/	777	1414819	MIAMI, FL	SNM	750	750	100	97	0	0	N	0.00
FIRST NB OF PULASKI/FIRST PULASKI NAT CORP	778	972732	PULASKI, TN	NAT	749	749	100	97	11	0	N	0.00
DAKOTA CMNTY B&TC NA/DAKOTA CMNTY BSHRS	779	815156	HEBRON, ND	NAT	749	749	100	97	11	0	N	0.00
UNITED SCTY BK/UNITED SCTY BSHRS	780	1162017	FRESNO, CA	SMB	746	746	100	97	11	0	N	0.00
ILLINOIS B&TC/HEARTLAND FNCL USA	781	2339900	ROCKFORD, IL	SNM	743	743	100	97	10	0	N	0.00
RIVER B&T/RIVER FC	782	3437157	PRATTVILLE, AL	SNM	742	742	100	97	9	0	N	0.00
ATLANTIC STEWARDSHIP BK/STEWARDSHIP FNCL CORP	783	527507	MIDLAND PARK, NJ	SNM	740	740	100	97	11	0	N	0.00
TOWN & CNTRY BK/TOWN & CNTRY FC	784	590248	SPRINGFIELD, IL	SMB	738	738	100	97	13	0	N	0.00
BISCAYNE BK/BISCAYNE BSHRS	785	3363975	COCONUT GROVE, FL	SNM	737	737	100	97	3	0	N	0.00
THOMASVILLE NB/THOMASVILLE BSHRS	786	2344753	THOMASVILLE, GA	NAT	737	737	100	97	2	0	N	0.00
FIRST NB CENTRAL TX/2013 MONTE HULSE FAM IRR TR I	787	369659	WACO, TX	NAT	736	736	100	97	4	0	N	0.00
CORTRUST BK NA/HOPKINS FC	788	61355	MITCHELL, SD	NAT	733	733	100	97	24	0	N	0.00
CENTRAL BK/COMMERCIAL FNCL CORP	789	546544	STORM LAKE, IA	SMB	732	732	100	97	15	0	N	0.00
FARMERS & MERCHANTS BK/F&M BK CORP	790	713926	TIMBERVILLE, VA	SMB	730	730	100	97	10	0	N	0.00
FOCUS BK/SECURITY STATE BSHRS	791	498148	CHARLESTON, MO	SNM	730	730	100	97	10	0	N	0.00
FIRST AMER INTL BK/FIRST AMER INTL CORP	792	2857794	BROOKLYN, NY	SNM	729	729	100	97	8	0	N	0.00
CITIZENS 1ST BK/	793	869663	TYLER, TX	SMB	729	729	100	97	3	0	N	0.00
TWO RIVERS B&TC/TWO RIVERS FNCL GRP	794	3320781	BURLINGTON, IA	SNM	728	728	100	97	11	0	N	0.00
MERIDIAN BK/	795	3271799	MALVERN, PA	SNM	727	727	100	97	2	0	N	0.00
BERKSHIRE BK/BERKSHIRE BC	796	1396764	NEW YORK, NY	SNM	727	727	100	97	11	0	N	0.00
BANK OF PUTNAM CTY/BPC CORP	797	99536	COOKEVILLE, TN	SNM	726	726	100	97	12	0	N	0.00
CALIFORNIA BK OF CMRC/	798	3614958	LAFAYETTE, CA	SNM	725	725	100	97	2	0	N	0.00
PINNACLE BK/PINNACLE BC	799	867650	KEENE, TX	SNM	723	723	100	97	11	0	N	0.00
CITIZENS CMNTY FED NA/CITIZENS CMNTY BC	800	962890	ALTOONA, WI	NAT	723	723	100	97	21	0	N	0.00
FRONTIER BK/FRONTIER MGMT LLC	801	33857	OMAHA, NE	SNM	722	722	100	97	6	0	N	0.00
KATAHDIN TC/KATAHDIN BSHRS CORP	802	327305	PATTEN, ME	SNM	721	721	100	97	18	0	N	0.00
EVERGREEN BK GRP/BANCORP FNCL	803	2834759	OAK BROOK, IL	SNM	721	721	100	97	1	0	N	0.00
COMMERCIAL B&TC/COMMERCIAL HC	804	467658	PARIS, TN	SNM	719	719	100	97	9	0	N	0.00
PINNACLE BK WY/PINNACLE BC	805	561659	TORRINGTON, WY	SNM	719	719	100	97	13	0	N	0.00
PENN LIBERTY BK/PENN LIBERTY FNCL CORP	806	3277988	WAYNE, PA	SNM	718	718	100	97	11	0	N	0.00
INDUSTRY ST BK/INDUSTRY BSHRS	807	733054	INDUSTRY, TX	SNM	717	717	100	97	3	0	N	0.00
CITIZENS BK/EMPLOYEE STOCK BONUS TR EMPL	808	961259	FARMINGTON, NM	SNM	717	717	100	97	5	0	N	0.00
CITIZENS TRI-CTY BK/SEQUATCHIE VALLEY BSHRS	809	162337	DUNLAP, TN	SNM	717	717	100	97	22	0	N	0.00
DALLAS CAP BK NA/PARK CITIES FNCL GRP	810	384652	DALLAS, TX	NAT	717	717	100	97	0	0	N	0.00
FIRST NB AMES IA/AMES NAT CORP	811	820048	AMES, IA	NAT	716	716	100	97	9	0	N	0.00
FIRST ARKANSAS B&T/FIRST ARKANSAS BSHRS	812	466240	JACKSONVILLE, AR	SNM	716	716	100	97	20	0	N	0.00
CENTENNIAL BK/COMMERCE BSHRS	813	973364	LUBBOCK, TX	SMB	715	715	100	97	12	0	N	0.00
KIRKPATRICK BK/AMERICAN BC OF OK	814	67151	EDMOND, OK	SNM	715	715	100	97	6	0	N	0.00
DBA TAB BANK/TAB BK HOLDS	815	2736219	OGDEN, UT	SNM	714	714	100	97	1	0	N	0.00
MODERN BK NA/MODERN BK MGMT LLC	816	2398701	NEW YORK, NY	NAT	714	714	100	97	2	0	Y	0.00
FOUR OAKS B&TC/FOUR OAKS FINCORP	817	292524	FOUR OAKS, NC	SMB	712	712	100	97	12	0	N	0.00
FIRST BK/FIRST NAT CORP	818	899428	STRASBURG, VA	SMB	711	711	100	97	14	0	N	0.00
FARMERS ST BK/NEIGHBOR INS AGY	819	1006148	MARION, IA	SNM	711	711	100	97	6	0	N	0.00
PEOPLESSOUTH BK/PEOPLESSOUTH BSHRS	820	518037	COLQUITT, GA	SNM	709	709	100	97	29	0	N	0.00
KISH BK/KISH BC	821	600419	BELLEVILLE, PA	SNM	708	708	100	97	12	0	N	0.00
COMMUNITY BK ELLISVILLE MISSIS/COMMUNITY BSHRS ESOP	822	517834	ELLISVILLE, MS	SNM	707	707	100	97	9	0	N	0.00
BENNINGTON ST BK/BERCO	823	1016259	SALINA, KS	SNM	707	707	100	97	6	0	N	0.00
CAROLINA BK/CAROLINA BK HOLD	824	2516626	GREENSBORO, NC	SNM	707	707	100	97	7	0	N	0.00
CHESAPEAKE BK/CHESAPEAKE FNCL SHARES	825	214722	KILMARNOCK, VA	SMB	704	704	100	97	13	0	N	0.00
CENTRAL BK OF OK/CENTRAL BANCOMPANY INC	826	2826316	TULSA, OK	SMB	698	698	100	97	8	0	N	0.00
FARMERS NB/EMCLAIRE FNCL CORP	827	119528	EMLENTON, PA	NAT	696	696	100	97	17	0	N	0.00
CITIZENS BK/CITIZENS BK HOLD	828	783844	MUKWONAGO, WI	SNM	692	692	100	97	12	0	N	0.00
CFG CMNTY BK/CAPITAL FUND BC	829	2471239	LUTHERVILLE, MD	SMB	691	691	100	97	2	0	N	0.00
FARMERS BK & CAPITAL TC/FARMERS CAPITAL BK CORP	830	728742	FRANKFORT, KY	SMB	690	690	100	97	7	0	N	0.00
YELLOWSTONE BK/YELLOWSTONE HC	831	680457	LAUREL, MT	SMB	687	687	100	97	8	0	N	0.00
PRAIRIE ST B&TC/AMERICAN CENT BC	832	1222948	SPRINGFIELD, IL	SNM	686	686	100	97	19	0	N	0.00
ADAMS B&TC/ADBANC	833	463650	OGALLALA, NE	SMB	686	686	100	97	18	0	N	0.00
ALLIANCE BK/ALLIANCE BSHRS	834	176464	SULPHUR SPRINGS, TX	SNM	684	684	100	97	9	0	N	0.00
TRUST CO OF AMER/	835	1977248	CENTENNIAL, CO	SNM	684	684	100	97	0	0	N	0.00
METRO BK/	836	1394621	PELL CITY, AL	SNM	682	682	100	97	8	0	N	0.00
STATE BK OF TX/SBT BSHRS	837	1157415	DALLAS, TX	SNM	680	680	100	97	4	0	N	0.00
GUARANTY BK/GUARANTY FED BSHRS	838	131173	SPRINGFIELD, MO	SNM	680	680	100	97	8	0	N	0.00
WESTCHESTER BK/WESTCHESTER BHC	839	3716320	WHITE PLAINS, NY	SNM	678	678	100	97	3	0	N	0.00
1ST FNCL BK USA/	840	526452	DAKOTA DUNES, SD	SNM	678	678	100	97	1	0	N	0.00
COCONUT GROVE BK/COCONUT GROVE BSHRS	841	648130	MIAMI, FL	SMB	677	677	100	97	4	0	N	0.00
PINNACLE BK/PINNACLE FC	842	366238	ELBERTON, GA	SNM	676	676	100	97	12	0	N	0.00
GOLDEN BK NA/	843	536059	HOUSTON, TX	NAT	676	676	100	97	5	0	N	0.00
COMMUNITY B&TC OF FL/FLORIDA CMTY BSHRS	844	2655495	OCALA, FL	SNM	675	675	100	97	10	0	N	0.00
FIRST NORTHERN B&TC/PALM BC	845	186717	PALMERTON, PA	SMB	674	674	100	97	10	0	N	0.00
NEBRASKALAND NB/NEBRASKALAND FS	846	2667957	NORTH PLATTE, NE	NAT	674	674	100	97	6	0	N	0.00
MERCHANTS NB/MERCHANTS BC	847	701222	HILLSBORO, OH	NAT	673	673	100	97	12	0	N	0.00
OPEN BK/OP BC	848	3357219	LOS ANGELES, CA	SNM	673	673	100	97	6	0	N	0.00
CITIZENS ALLI BK/FORSTROM BC	849	279954	CLARA CITY, MN	SNM	673	673	100	97	9	0	N	0.00
CHAMBERS BK/CHAMBERS BSHRS	850	517049	DANVILLE, AR	SNM	673	673	100	97	17	0	N	0.00
BANK OF CLARKE CTY/EAGLE FNCL SVC	851	753324	BERRYVILLE, VA	SMB	671	671	100	97	11	0	N	0.00
FIRST SOUTHERN BK/MIDWEST COMMUNITY BSHRS	852	382649	MARION, IL	SNM	670	670	100	97	15	0	N	0.00
PATHFINDER BK/PATHFINDER BC	853	729310	OSWEGO, NY	SNM	670	670	100	97	8	0	N	0.00
SOUTHWEST MO BK/SOUTHWEST MO BC	854	760854	CARTHAGE, MO	SNM	670	670	100	97	10	0	N	0.00
MIDWEST BANK NA/MIDWEST BANC HC	855	669555	PIERCE, NE	NAT	667	667	100	97	9	0	N	0.00
OUACHITA INDP BK/OUACHITA BSHRS CORP	856	2454607	MONROE, LA	SNM	667	667	100	97	11	0	N	0.00
FIRST NB OF HUTCHINSON/FIRST KS BSHRS	857	754853	HUTCHINSON, KS	NAT	666	666	100	97	9	0	N	0.00
FIRST COLUMBIA B&TC/CCFNB BC	858	881012	BLOOMSBURG, PA	SNM	666	666	100	97	12	0	N	0.00
PEOPLES BK/PEOPLES FC	859	870539	BILOXI, MS	SNM	665	665	100	97	17	0	N	0.00
FIRST CLOVER LEAF BK NA/FIRST CLOVER LEAF FNCL CORP	860	116871	EDWARDSVILLE, IL	NAT	665	665	100	97	5	0	N	0.00
GUARANTY B&TC/GUARANTY CAPITAL CORP	861	84541	BELZONI, MS	SNM	664	664	100	97	12	0	N	0.00
PEOPLES ST BK/PEOPLES BC	862	262844	PRAIRIE DU CHIEN, WI	SNM	664	664	100	97	14	0	N	0.00
BLACKHAWK BK/BLACKHAWK BC	863	27548	BELOIT, WI	SNM	664	664	100	97	7	0	N	0.00
SOUTH SIDE T&SB PEORIA/MID IL BC	864	662640	PEORIA, IL	SNM	664	664	100	97	12	0	N	0.00
FIRST ST BK/FIRST ST FC	865	113740	EASTPOINTE, MI	SNM	664	664	100	97	12	0	N	0.00
RELYANCE BK NA/JEFFERSON BSHRS	866	49241	PINE BLUFF, AR	NAT	664	664	100	97	14	0	N	0.00
HAWAII NB/HAWAII NAT BSHRS	867	915065	HONOLULU, HI	NAT	664	664	100	97	13	0	N	0.00
FRONTIER ST BK/	868	632858	OKLAHOMA CITY, OK	SNM	661	661	100	97	0	0	N	0.00
FIRST NB/INDUSTRY BSHRS	869	91754	BELLVILLE, TX	NAT	661	661	100	97	2	0	N	0.00
PEOPLES BK OF AL/ALTRUST FS	870	60330	CULLMAN, AL	SNM	661	661	100	97	22	0	N	0.00
